"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.182963714E1,1.016949639E-1,-2.949153781E-1,9.759725571E0,9.764709937E0
2.183215173E1,9.690931439E-2,-2.662015259E-1,1.004686451E1,1.005085773E1
2.183466631E1,7.776673883E-2,-2.279163599E-1,9.721440315E0,9.724422622E0
2.183718094E1,8.733802289E-2,-2.087737769E-1,1.012821960E1,1.013074759E1
2.183969553E1,7.776673883E-2,-1.848455518E-1,9.960722923E0,9.962741425E0
2.184221016E1,3.948157281E-2,-1.369891018E-1,9.836296082E0,9.837329181E0
2.184472475E1,5.862415582E-2,-9.870393574E-2,9.965508461E0,9.966169683E0
2.184723933E1,5.383851007E-2,-1.130608693E-1,9.817152977E0,9.817951615E0
2.184975397E1,5.982056726E-3,-1.034895778E-1,1.003250694E1,1.003304248E1
2.185226855E1,4.426721856E-2,-8.434699476E-2,9.793225288E0,9.793688557E0
2.185478319E1,7.776673883E-2,-4.606183618E-2,9.759725571E0,9.760144086E0
2.185729777E1,1.555334684E-2,-1.034895778E-1,9.879366875E0,9.879921146E0
2.185918048E1,6.340979785E-2,-1.226321608E-1,9.807581902E0,9.808553523E0
2.186169506E1,9.212367237E-2,-8.913264424E-2,9.898509026E0,9.899338984E0
2.186420964E1,5.862415582E-2,-1.274178028E-1,9.731011391E0,9.732022132E0
2.186672428E1,4.426721856E-2,-1.322034448E-1,9.893723488E0,9.894705746E0
2.186923886E1,8.733802289E-2,-1.034895778E-1,9.941579819E0,9.942502065E0
2.187175345E1,8.733802289E-2,-6.999006122E-2,9.860223770E0,9.860858955E0
2.187426808E1,1.016949639E-1,-8.434699476E-2,9.927223206E0,9.928102379E0
2.187678266E1,1.064806059E-1,-1.130608693E-1,9.884152412E0,9.885372517E0
2.187929730E1,1.399801224E-1,-1.082752272E-1,9.912865639E0,9.914445175E0
2.188181188E1,1.064806059E-1,-3.170489892E-2,9.908080101E0,9.908702973E0
2.188432652E1,9.212367237E-2,-4.606183618E-2,9.788438797E0,9.788980669E0
2.188684110E1,1.304088384E-1,-1.178465188E-1,9.798010826E0,9.799587257E0
2.188872428E1,1.351944804E-1,-1.513460279E-1,9.917651176E0,9.919727215E0
2.189123886E1,1.351944804E-1,-1.130608693E-1,9.716654778E0,9.718252949E0
2.189375344E1,1.495514214E-1,-6.999006122E-2,9.888937950E0,9.890316376E0
2.189626808E1,1.256231815E-1,-1.274178028E-1,9.817152977E0,9.818783481E0
2.189878266E1,5.862415582E-2,-1.513460279E-1,9.682557106E0,9.683917313E0
2.190129730E1,1.112662554E-1,-1.369891018E-1,9.831509590E0,9.833093461E0
2.190381188E1,1.304088384E-1,-1.752742529E-1,9.802796364E0,9.805230445E0
2.190632647E1,6.340979785E-2,-2.183450609E-1,9.836296082E0,9.838923517E0
2.190884110E1,5.862415582E-2,-2.183450609E-1,9.845867157E0,9.848462389E0
2.191135568E1,6.819544733E-2,-1.657029688E-1,9.898509026E0,9.900130758E0
2.191387032E1,6.340979785E-2,-2.183450609E-1,9.965508461E0,9.968101838E0
2.191638490E1,8.733802289E-2,-2.374876440E-1,9.936794281E0,9.940015538E0
2.191826647E1,6.819544733E-2,-2.231307179E-1,9.951150894E0,9.953885777E0
2.192078105E1,5.862415582E-2,-1.704886109E-1,9.975079536E0,9.976708621E0
2.192329563E1,4.905286431E-2,-2.279163599E-1,9.879366875E0,9.882117278E0
2.192581027E1,4.905286431E-2,-2.422732860E-1,9.927223206E0,9.930300252E0
2.192832485E1,5.862415582E-2,-1.944168359E-1,9.922437668E0,9.924515302E0
2.193083949E1,4.905286431E-2,-1.752742529E-1,9.893723488E0,9.895397501E0
2.193335407E1,2.512463741E-2,-2.279163599E-1,9.951150894E0,9.953792304E0
2.193586865E1,7.776673883E-2,-2.183450609E-1,9.831509590E0,9.834241356E0
2.193838329E1,1.076770201E-2,-1.848455518E-1,9.841081619E0,9.842823338E0
2.194089787E1,3.948157281E-2,-1.896311939E-1,9.893723488E0,9.895619396E0
2.194341251E1,7.298108935E-2,-1.944168359E-1,9.831509590E0,9.833702505E0
2.194592709E1,7.298108935E-2,-1.752742529E-1,9.898509026E0,9.900329703E0
2.194780641E1,1.016949639E-1,-2.183450609E-1,9.850652695E0,9.853597056E0
2.195032100E1,1.064806059E-1,-2.518445849E-1,9.783653259E0,9.787473367E0
2.195283558E1,1.591227055E-1,-2.231307179E-1,9.893723488E0,9.897518467E0
2.195535022E1,1.016949639E-1,-2.470589429E-1,9.798010826E0,9.801652725E0
2.195786480E1,8.255238086E-2,-2.231307179E-1,9.879366875E0,9.882231128E0
2.196037944E1,8.255238086E-2,-1.896311939E-1,9.716654778E0,9.718855640E0
2.196289402E1,8.255238086E-2,-2.470589429E-1,9.798010826E0,9.801472806E0
2.196540860E1,8.733802289E-2,-2.183450609E-1,9.845867157E0,9.848675168E0
2.196792324E1,1.160518974E-1,-2.231307179E-1,9.831509590E0,9.834726035E0
2.197043782E1,6.819544733E-2,-2.327020019E-1,9.855438232E0,9.858420948E0
2.197295246E1,5.862415582E-2,-2.614158690E-1,9.841081619E0,9.844727649E0
2.197546704E1,8.255238086E-2,-2.614158690E-1,9.855438232E0,9.859250271E0
2.197735063E1,1.160518974E-1,-2.135594189E-1,9.869794846E0,9.872787143E0
2.197986522E1,7.298108935E-2,-1.800599098E-1,9.888937950E0,9.890846354E0
2.198237980E1,1.160518974E-1,-1.896311939E-1,9.932008743E0,9.934496752E0
2.198489444E1,8.733802289E-2,-1.752742529E-1,9.884152412E0,9.886092145E0
2.198740902E1,8.255238086E-2,-1.417747438E-1,9.850652695E0,9.852018752E0
2.198992365E1,1.064806059E-1,-1.657029688E-1,9.817152977E0,9.819128687E0
2.199243824E1,1.112662554E-1,-1.561316848E-1,9.841081619E0,9.842948985E0
2.199495282E1,1.064806059E-1,-1.226321608E-1,9.836296082E0,9.837636778E0
2.199746746E1,8.255238086E-2,-1.322034448E-1,9.778867722E0,9.780109742E0
2.199998204E1,7.298108935E-2,-1.752742529E-1,9.831509590E0,9.833342673E0
2.200249668E1,1.208375469E-1,-1.704886109E-1,9.922437668E0,9.924637895E0
2.200501126E1,1.112662554E-1,-1.082752272E-1,9.917651176E0,9.918866294E0
2.200689501E1,6.819544733E-2,-1.034895778E-1,9.922437668E0,9.923211677E0
2.200940959E1,6.819544733E-2,-1.130608693E-1,9.884152412E0,9.885034258E0
2.201192418E1,7.298108935E-2,-9.870393574E-2,9.912865639E0,9.913625668E0
2.201443881E1,1.256231815E-1,-9.870393574E-2,9.927223206E0,9.928508661E0
2.201695339E1,1.256231815E-1,-1.274178028E-1,9.893723488E0,9.895341375E0
2.201946803E1,7.776673883E-2,-1.034895778E-1,9.908080101E0,9.908925726E0
2.202198256E1,1.016949639E-1,-8.913264424E-2,9.807581902E0,9.808514120E0
2.202449720E1,7.776673883E-2,-7.956135273E-2,9.855438232E0,9.856066174E0
2.202701183E1,1.016949639E-1,-1.082752272E-1,9.783653259E0,9.784780861E0
2.202952641E1,6.340979785E-2,-1.034895778E-1,9.836296082E0,9.837044856E0
2.203204105E1,5.383851007E-2,-1.130608693E-1,9.898509026E0,9.899301100E0
2.203455563E1,5.383851007E-2,-9.870393574E-2,9.898509026E0,9.899147538E0
2.203643897E1,2.033899166E-2,-1.130608693E-1,9.845867157E0,9.846537285E0
2.203895355E1,5.383851007E-2,-1.034895778E-1,9.941579819E0,9.942264228E0
2.204146813E1,1.555334684E-2,-1.465603858E-1,9.951150894E0,9.952242258E0
2.204398277E1,1.196411322E-3,-1.369891018E-1,9.908080101E0,9.909027134E0
2.204649735E1,3.948157281E-2,-1.704886109E-1,9.917651176E0,9.919195029E0
2.204901199E1,5.383851007E-2,-1.465603858E-1,9.850652695E0,9.851890024E0
2.205152657E1,3.469592705E-2,-1.465603858E-1,9.865009308E0,9.866158949E0
2.205404115E1,7.298108935E-2,-1.704886109E-1,9.821938515E0,9.823689164E0
2.205655579E1,6.819544733E-2,-2.087737769E-1,9.745368004E0,9.747842563E0
2.205907037E1,9.690931439E-2,-1.896311939E-1,9.793225288E0,9.795540463E0
2.206158501E1,7.776673883E-2,-2.039881349E-1,9.788438797E0,9.790872939E0
2.206409959E1,7.776673883E-2,-2.231307179E-1,9.817152977E0,9.819996311E0
2.206598173E1,9.212367237E-2,-1.896311939E-1,9.802796364E0,9.805063147E0
2.206849631E1,1.399801224E-1,-2.135594189E-1,9.912865639E0,9.916153853E0
2.207101089E1,1.208375469E-1,-2.470589429E-1,9.759725571E0,9.763599902E0
2.207352553E1,1.208375469E-1,-2.997010350E-1,9.845867157E0,9.851168585E0
2.207604011E1,9.212367237E-2,-2.231307179E-1,9.898509026E0,9.901452167E0
2.207855475E1,9.212367237E-2,-1.992024779E-1,9.845867157E0,9.848312976E0
2.208106933E1,1.208375469E-1,-2.662015259E-1,9.716654778E0,9.721051642E0
2.208358391E1,1.256231815E-1,-2.662015259E-1,9.960722923E0,9.965071279E0
2.208609855E1,1.064806059E-1,-2.231307179E-1,1.004686451E1,1.004990606E1
2.208861313E1,1.351944804E-1,-2.231307179E-1,9.476774216E0,9.480364677E0
2.209112777E1,1.304088384E-1,-2.470589429E-1,9.955936432E0,9.959855161E0
2.209364235E1,1.160518974E-1,-2.757728100E-1,9.759725571E0,9.764310621E0
2.209552391E1,1.112662554E-1,-2.662015259E-1,9.658628464E0,9.662936781E0
2.209803850E1,9.690931439E-2,-2.853440940E-1,9.884152412E0,9.888745197E0
2.210055308E1,8.255238086E-2,-2.901297510E-1,9.601201057E0,9.605938367E0
2.210306772E1,7.298108935E-2,-2.566302419E-1,9.884152412E0,9.887752739E0
2.210558230E1,8.255238086E-2,-2.374876440E-1,9.850652695E0,9.853860857E0
2.210809694E1,7.298108935E-2,-2.566302419E-1,9.696913719E0,9.700583539E0
2.211061152E1,5.383851007E-2,-2.470589429E-1,9.893723488E0,9.896954136E0
2.211312610E1,5.862415582E-2,-1.848455518E-1,9.721440315E0,9.723374233E0
2.211564074E1,2.512463741E-2,-1.944168359E-1,9.869794846E0,9.871741460E0
2.211815532E1,6.340979785E-2,-2.231307179E-1,9.826724052E0,9.829461517E0
2.212066996E1,8.255238086E-2,-1.752742529E-1,9.836296082E0,9.838203930E0
2.212318454E1,8.733802289E-2,-1.178465188E-1,1.000379372E1,1.000486904E1
2.212506662E1,5.862415582E-2,-1.226321608E-1,9.793225288E0,9.794168519E0
2.212758121E1,6.340979785E-2,-1.178465188E-1,9.869794846E0,9.870702047E0
2.213009579E1,7.776673883E-2,-1.034895778E-1,9.908080101E0,9.908925726E0
2.213261043E1,9.690931439E-2,-7.477571070E-2,9.769296646E0,9.770063448E0
2.213512501E1,1.160518974E-1,-1.130608693E-1,9.831509590E0,9.832844534E0
2.213763964E1,1.208375469E-1,-1.130608693E-1,9.898509026E0,9.899892191E0
2.214015423E1,1.016949639E-1,-9.391828626E-2,9.735796928E0,9.736781005E0
2.214266881E1,5.862415582E-2,-1.369891018E-1,9.860223770E0,9.861349583E0
2.214518344E1,5.383851007E-2,-1.369891018E-1,9.692128181E0,9.693245756E0
2.214769803E1,6.340979785E-2,-6.520441920E-2,9.821938515E0,9.822359625E0
2.215021266E1,9.212367237E-2,-1.130608693E-1,9.802796364E0,9.803881174E0
2.215272725E1,1.064806059E-1,-1.657029688E-1,9.735796928E0,9.737789145E0
2.215461298E1,5.383851007E-2,-1.369891018E-1,9.869794846E0,9.870892305E0
2.215712756E1,4.426721856E-2,-7.956135273E-2,9.769296646E0,9.769720905E0
2.215964214E1,6.340979785E-2,-1.178465188E-1,9.740582466E0,9.741501701E0
2.216215678E1,4.905286431E-2,-1.800599098E-1,9.841081619E0,9.842850969E0
2.216467136E1,8.255238086E-2,-1.944168359E-1,9.774082184E0,9.776364116E0
2.216718600E1,9.690931439E-2,-1.274178028E-1,9.865009308E0,9.866308091E0
2.216970058E1,1.112662554E-1,-1.034895778E-1,9.817152977E0,9.818328923E0
2.217221516E1,6.819544733E-2,-1.513460279E-1,9.793225288E0,9.794632091E0
2.217472975E1,6.819544733E-2,-1.800599098E-1,9.802796364E0,9.804687080E0
2.217724438E1,8.733802289E-2,-1.944168359E-1,9.706484795E0,9.708824486E0
2.217975902E1,8.733802289E-2,-1.944168359E-1,9.793225288E0,9.795544262E0
2.218227360E1,5.383851007E-2,-2.135594189E-1,9.802796364E0,9.805270152E0
2.218415282E1,6.819544733E-2,-2.566302419E-1,9.831509590E0,9.835094840E0
2.218666735E1,8.733802289E-2,-2.518445849E-1,9.802796364E0,9.806419845E0
2.218918199E1,6.340979785E-2,-2.662015259E-1,9.788438797E0,9.792263178E0
2.219169662E1,5.383851007E-2,-2.470589429E-1,9.826724052E0,9.829976720E0
2.219421121E1,3.469592705E-2,-2.757728100E-1,9.798010826E0,9.801952387E0
2.219672579E1,7.298108935E-2,-2.374876440E-1,9.774082184E0,9.777239342E0
2.219924043E1,1.256231815E-1,-2.087737769E-1,9.769296646E0,9.772334656E0
2.220175501E1,1.256231815E-1,-2.374876440E-1,9.821938515E0,9.825612335E0
2.220426964E1,1.399801224E-1,-2.279163599E-1,9.798010826E0,9.801660903E0
2.220678423E1,1.495514214E-1,-1.752742529E-1,9.778867722E0,9.781581703E0
2.220929886E1,1.160518974E-1,-1.800599098E-1,9.682557106E0,9.684926521E0
2.221181344E1,1.495514214E-1,-2.231307179E-1,9.726225853E0,9.729934341E0
2.221370709E1,1.304088384E-1,-2.327020019E-1,9.711270332E0,9.714933255E0
2.221622162E1,8.255238086E-2,-1.992024779E-1,9.764511108E0,9.766891712E0
2.221873626E1,5.383851007E-2,-2.087737769E-1,9.769296646E0,9.771675498E0
2.222125089E1,8.733802289E-2,-2.422732860E-1,9.783653259E0,9.787042218E0
2.222376548E1,8.733802289E-2,-2.135594189E-1,9.778867722E0,9.781589312E0
2.222628011E1,1.064806059E-1,-1.465603858E-1,9.798010826E0,9.799685414E0
2.222879470E1,8.733802289E-2,-1.992024779E-1,9.836296082E0,9.838700634E0
2.223130928E1,8.255238086E-2,-1.992024779E-1,9.869794846E0,9.872150060E0
2.223382386E1,9.212367237E-2,-1.848455518E-1,9.821938515E0,9.824109671E0
2.223633850E1,1.016949639E-1,-1.465603858E-1,9.826724052E0,9.828343066E0
2.223885308E1,1.064806059E-1,-1.465603858E-1,9.831509590E0,9.833178473E0
2.224136766E1,7.776673883E-2,-1.657029688E-1,9.850652695E0,9.852353204E0
2.224325303E1,8.733802289E-2,-1.226321608E-1,9.817152977E0,9.818307347E0
2.224576766E1,4.905286431E-2,-9.391828626E-2,9.802796364E0,9.803368981E0
2.224828225E1,5.862415582E-2,-1.178465188E-1,9.807581902E0,9.808465086E0
2.225079688E1,8.255238086E-2,-1.465603858E-1,9.860223770E0,9.861658463E0
2.225331147E1,8.255238086E-2,-1.800599098E-1,9.807581902E0,9.809582011E0
2.225582605E1,5.383851007E-2,-1.704886109E-1,9.769296646E0,9.770932500E0
2.225834068E1,7.298108935E-2,-1.417747438E-1,9.812367439E0,9.813662980E0
2.226085527E1,5.383851007E-2,-1.274178028E-1,9.836296082E0,9.837268650E0
2.226336990E1,1.016949639E-1,-1.609173268E-1,9.798010826E0,9.799859815E0
2.226588449E1,1.208375469E-1,-1.896311939E-1,9.793225288E0,9.795806412E0
2.226839912E1,1.304088384E-1,-1.657029688E-1,9.802796364E0,9.805064023E0
2.227091371E1,1.495514214E-1,-1.322034448E-1,9.841081619E0,9.843105750E0
2.227342829E1,1.399801224E-1,-1.034895778E-1,9.807581902E0,9.809126734E0
2.227556511E1,1.256231815E-1,-1.369891018E-1,9.754940033E0,9.756710626E0
2.227770194E1,9.690931439E-2,-1.704886109E-1,9.798010826E0,9.799973160E0
2.228021652E1,9.212367237E-2,-1.369891018E-1,9.788438797E0,9.789830789E0
2.228260610E1,1.016949639E-1,-1.561316848E-1,9.783653259E0,9.785427434E0
2.228512069E1,7.776673883E-2,-1.752742529E-1,9.836296082E0,9.838164937E0
2.228756147E1,1.064806059E-1,-1.369891018E-1,9.788438797E0,9.789976415E0
2.229000220E1,9.212367237E-2,-1.561316848E-1,9.793225288E0,9.794903033E0
2.229251678E1,7.776673883E-2,-1.848455518E-1,9.855438232E0,9.857478293E0
2.229503136E1,5.383851007E-2,-1.369891018E-1,9.802796364E0,9.803901323E0
2.229754600E1,5.383851007E-2,-1.609173268E-1,9.807581902E0,9.809049685E0
2.230006058E1,6.340979785E-2,-1.657029688E-1,9.855438232E0,9.857035103E0
2.230257516E1,3.948157281E-2,-1.609173268E-1,9.793225288E0,9.794626830E0
2.230508980E1,5.862415582E-2,-1.657029688E-1,9.802796364E0,9.804372026E0
2.230760444E1,6.819544733E-2,-1.848455518E-1,9.826724052E0,9.828699003E0
2.231011902E1,8.733802289E-2,-1.896311939E-1,9.807581902E0,9.809803804E0
2.231263360E1,4.426721856E-2,-1.944168359E-1,9.783653259E0,9.785684881E0
2.231514824E1,2.512463741E-2,-2.039881349E-1,9.793225288E0,9.795381767E0
2.231766282E1,6.340979785E-2,-1.848455518E-1,9.841081619E0,9.843021696E0
2.232017746E1,3.948157281E-2,-1.800599098E-1,9.855438232E0,9.857162022E0
2.232202199E1,8.733802289E-2,-2.183450609E-1,9.874580383E0,9.877380232E0
2.232453657E1,8.255238086E-2,-2.039881349E-1,9.850652695E0,9.853110401E0
2.232705115E1,7.776673883E-2,-1.896311939E-1,9.841081619E0,9.843215689E0
2.232956579E1,6.819544733E-2,-1.992024779E-1,9.879366875E0,9.881610298E0
2.233208037E1,1.016949639E-1,-2.135594189E-1,9.793225288E0,9.796081412E0
2.233459501E1,1.112662554E-1,-2.518445849E-1,9.826724052E0,9.830580424E0
2.233710959E1,9.690931439E-2,-2.470589429E-1,9.836296082E0,9.839875514E0
2.233962418E1,8.255238086E-2,-2.279163599E-1,9.778867722E0,9.781871737E0
2.234213881E1,1.064806059E-1,-2.614158690E-1,9.783653259E0,9.787724326E0
2.234465339E1,1.304088384E-1,-2.518445849E-1,9.798010826E0,9.802114482E0
2.234716803E1,1.208375469E-1,-2.518445849E-1,9.807581902E0,9.811559008E0
2.234968261E1,8.733802289E-2,-2.662015259E-1,9.821938515E0,9.825933410E0
2.235156574E1,1.016949639E-1,-2.327020019E-1,9.836296082E0,9.839573806E0
2.235408032E1,8.255238086E-2,-2.949153781E-1,9.821938515E0,9.826711869E0
2.235659490E1,1.112662554E-1,-2.566302419E-1,9.845867157E0,9.849839559E0
2.235910954E1,6.340979785E-2,-2.518445849E-1,9.845867157E0,9.849291679E0
2.236162412E1,5.862415582E-2,-2.614158690E-1,9.831509590E0,9.835159168E0
2.236413876E1,6.819544733E-2,-2.183450609E-1,9.860223770E0,9.862876760E0
2.236665334E1,8.733802289E-2,-2.135594189E-1,9.888937950E0,9.891629256E0
2.236916793E1,1.016949639E-1,-2.039881349E-1,9.855438232E0,9.858073634E0
2.237168256E1,1.112662554E-1,-1.848455518E-1,9.879366875E0,9.881722416E0
2.237419714E1,8.733802289E-2,-1.609173268E-1,9.865009308E0,9.866708213E0
2.237671178E1,1.304088384E-1,-1.561316848E-1,9.802796364E0,9.804906941E0
2.237922636E1,1.016949639E-1,-1.082752272E-1,9.817152977E0,9.818276731E0
2.238110996E1,1.112662554E-1,-1.274178028E-1,9.841081619E0,9.842535390E0
2.238362454E1,9.690931439E-2,-1.130608693E-1,9.774082184E0,9.775216453E0
2.238613912E1,1.160518974E-1,-1.322034448E-1,9.831509590E0,9.833083271E0
2.238865376E1,1.064806059E-1,-1.226321608E-1,9.817152977E0,9.818496287E0
2.239116834E1,5.383851007E-2,-8.913264424E-2,9.826724052E0,9.827275758E0
2.239368298E1,7.776673883E-2,-9.391828626E-2,9.807581902E0,9.808339873E0
2.239619756E1,7.298108935E-2,-1.226321608E-1,9.817152977E0,9.818190132E0
2.239871214E1,7.776673883E-2,-7.477571070E-2,9.874580383E0,9.875169711E0
2.240122678E1,7.776673883E-2,-1.178465188E-1,9.879366875E0,9.880375768E0
2.240374136E1,7.298108935E-2,-8.913264424E-2,9.888937950E0,9.889608923E0
2.240625600E1,5.862415582E-2,-1.082752272E-1,9.860223770E0,9.860992501E0
2.240877058E1,7.776673883E-2,-1.274178028E-1,9.855438232E0,9.856568658E0
2.241065246E1,6.819544733E-2,-9.391828626E-2,9.898509026E0,9.899189472E0
2.241316704E1,9.690931439E-2,-1.082752272E-1,9.884152412E0,9.885220476E0
2.241568162E1,6.340979785E-2,-9.870393574E-2,9.860223770E0,9.860921664E0
2.241819626E1,7.298108935E-2,-1.082752272E-1,9.821938515E0,9.822806419E0
2.242071084E1,1.064806059E-1,-1.417747438E-1,9.855438232E0,9.857033070E0
2.242322548E1,9.690931439E-2,-1.513460279E-1,9.855438232E0,9.857076635E0
2.242574006E1,7.298108935E-2,-1.465603858E-1,9.798010826E0,9.799378671E0
2.242825464E1,6.819544733E-2,-1.465603858E-1,9.879366875E0,9.880689268E0
2.243076928E1,6.340979785E-2,-1.944168359E-1,9.879366875E0,9.881483115E0
2.243328386E1,5.862415582E-2,-1.752742529E-1,9.898509026E0,9.900234279E0
2.243579850E1,5.383851007E-2,-1.800599098E-1,9.898509026E0,9.900292980E0
2.243831308E1,6.340979785E-2,-1.513460279E-1,9.874580383E0,9.875943710E0
2.244019548E1,9.690931439E-2,-1.848455518E-1,9.869794846E0,9.872001296E0
2.244271006E1,9.690931439E-2,-2.087737769E-1,9.936794281E0,9.939459668E0
2.244522464E1,7.776673883E-2,-2.087737769E-1,9.826724052E0,9.829249196E0
2.244773928E1,1.016949639E-1,-2.327020019E-1,9.764511108E0,9.767812922E0
2.245025386E1,1.208375469E-1,-2.135594189E-1,9.812367439E0,9.815434993E0
2.245276850E1,9.212367237E-2,-2.135594189E-1,9.774082184E0,9.776849029E0
2.245528308E1,1.064806059E-1,-2.135594189E-1,9.769296646E0,9.772210738E0
2.245779766E1,1.543370634E-1,-1.800599098E-1,9.860223770E0,9.863075296E0
2.246031230E1,1.399801224E-1,-1.848455518E-1,9.845867157E0,9.848596975E0
2.246282688E1,1.064806059E-1,-2.231307179E-1,9.869794846E0,9.872890951E0
2.246534152E1,1.064806059E-1,-1.944168359E-1,9.965508461E0,9.967973461E0
2.246785610E1,8.733802289E-2,-1.992024779E-1,9.860223770E0,9.862622489E0
2.246973574E1,8.733802289E-2,-2.662015259E-1,9.774082184E0,9.778096631E0
2.247225032E1,8.733802289E-2,-2.087737769E-1,9.936794281E0,9.939370956E0
2.247476490E1,7.776673883E-2,-2.135594189E-1,9.965508461E0,9.968099828E0
2.247727954E1,7.298108935E-2,-3.092723191E-1,9.452845573E0,9.458185082E0
2.247979412E1,4.905286431E-2,-2.805584669E-1,1.000379372E1,1.000784732E1
2.248230876E1,3.948157281E-2,-2.135594189E-1,1.003729248E1,1.003964176E1
2.248482334E1,6.340979785E-2,-2.279163599E-1,9.438488960E0,9.441453306E0
2.248733793E1,1.112662554E-1,-2.135594189E-1,1.019521904E1,1.019806252E1
2.248985256E1,6.340979785E-2,-2.518445849E-1,9.701699257E0,9.705174649E0
2.249236714E1,1.016949639E-1,-2.087737769E-1,9.672985077E0,9.675772251E0
2.249488178E1,7.298108935E-2,-1.561316848E-1,1.030588722E1,1.030732821E1
2.249739636E1,7.776673883E-2,-2.231307179E-1,9.505488396E0,9.508424929E0
2.249927912E1,7.776673883E-2,-2.183450609E-1,9.726225853E0,9.728987181E0
2.250179371E1,7.298108935E-2,-1.609173268E-1,1.025324535E1,1.025476772E1
2.250430829E1,3.469592705E-2,-1.752742529E-1,9.476774216E0,9.478458440E0
2.250682292E1,8.733802289E-2,-2.039881349E-1,9.965508461E0,9.967978630E0
2.250933751E1,4.426721856E-2,-1.848455518E-1,9.908080101E0,9.909903065E0
2.251185214E1,1.555334684E-2,-1.178465188E-1,9.649057388E0,9.649789541E0
2.251436673E1,8.255238086E-2,-1.322034448E-1,1.016171932E1,1.016291455E1
2.251688131E1,4.905286431E-2,-1.609173268E-1,9.745368004E0,9.746819897E0
2.251939595E1,5.862415582E-2,-1.369891018E-1,9.716654778E0,9.717797223E0
2.252191053E1,7.776673883E-2,-1.226321608E-1,1.006600666E1,1.006705401E1
2.252442516E1,3.948157281E-2,-1.417747438E-1,9.538987160E0,9.540122374E0
2.252693975E1,2.512463741E-2,-1.657029688E-1,9.826724052E0,9.828153149E0
2.252882350E1,8.733802289E-2,-1.130608693E-1,9.879366875E0,9.880399817E0
2.253133808E1,9.690931439E-2,-6.041877344E-2,9.711270332E0,9.711941789E0
2.253385266E1,1.399801224E-1,-7.956135273E-2,9.865009308E0,9.866323180E0
2.253636730E1,1.304088384E-1,-1.465603858E-1,9.778867722E0,9.780835359E0
2.253888188E1,6.819544733E-2,-1.322034448E-1,9.826724052E0,9.827849916E0
2.254139652E1,8.733802289E-2,-1.130608693E-1,9.759725571E0,9.760771174E0
2.254391110E1,1.064806059E-1,-1.657029688E-1,9.908080101E0,9.910037683E0
2.254642569E1,6.340979785E-2,-1.800599098E-1,9.802796364E0,9.804654962E0
2.254894032E1,1.160518974E-1,-1.752742529E-1,9.721440315E0,9.723712815E0
2.255145490E1,1.256231815E-1,-1.561316848E-1,1.001336479E1,1.001536983E1
2.255396954E1,8.255238086E-2,-1.704886109E-1,9.759725571E0,9.761563629E0
2.255648412E1,9.690931439E-2,-1.896311939E-1,9.735796928E0,9.738125756E0
2.255836699E1,1.256231815E-1,-1.561316848E-1,9.941579819E0,9.943599327E0
2.256088157E1,9.212367237E-2,-1.274178028E-1,9.649057388E0,9.650338365E0
2.256339615E1,8.255238086E-2,-2.327020019E-1,9.884152412E0,9.887235915E0
2.256591079E1,1.064806059E-1,-2.470589429E-1,9.865009308E0,9.868676957E0
2.256842537E1,1.112662554E-1,-1.992024779E-1,9.658628464E0,9.661323181E0
2.257094001E1,7.776673883E-2,-2.374876440E-1,9.912865639E0,9.916014987E0
2.257345459E1,1.064806059E-1,-2.279163599E-1,9.769296646E0,9.772535032E0
2.257596918E1,8.255238086E-2,-2.183450609E-1,9.807581902E0,9.810359434E0
2.257848381E1,6.819544733E-2,-1.944168359E-1,9.936794281E0,9.938929978E0
2.258099839E1,6.819544733E-2,-1.465603858E-1,9.769296646E0,9.770633937E0
2.258351303E1,8.733802289E-2,-1.944168359E-1,9.850652695E0,9.852958152E0
2.258602761E1,8.733802289E-2,-2.374876440E-1,9.817152977E0,9.820413478E0
2.258791209E1,7.776673883E-2,-1.896311939E-1,9.802796364E0,9.804938766E0
2.259042668E1,1.016949639E-1,-1.896311939E-1,9.955936432E0,9.958261499E0
2.259294126E1,1.016949639E-1,-2.087737769E-1,9.798010826E0,9.800762445E0
2.259545589E1,5.862415582E-2,-2.039881349E-1,9.912865639E0,9.915137575E0
2.259797048E1,8.255238086E-2,-1.465603858E-1,9.884152412E0,9.885583632E0
2.260048511E1,9.212367237E-2,-1.369891018E-1,9.903294563E0,9.904670413E0
2.260299970E1,8.255238086E-2,-1.130608693E-1,9.908080101E0,9.909069025E0
2.260551428E1,7.776673883E-2,-1.417747438E-1,9.764511108E0,9.765849934E0
2.260802891E1,1.160518974E-1,-1.226321608E-1,9.951150894E0,9.952583122E0
2.261054350E1,9.212367237E-2,-1.704886109E-1,9.807581902E0,9.809496210E0
2.261305813E1,8.733802289E-2,-1.752742529E-1,9.821938515E0,9.823890532E0
2.261557272E1,9.212367237E-2,-1.465603858E-1,9.908080101E0,9.909592222E0
2.261745350E1,7.776673883E-2,-1.178465188E-1,9.726225853E0,9.727250630E0
2.261996808E1,8.733802289E-2,-7.477571070E-2,9.807581902E0,9.808255813E0
2.262248266E1,6.819544733E-2,-1.322034448E-1,9.841081619E0,9.842205841E0
2.262499730E1,8.733802289E-2,-1.369891018E-1,9.653842926E0,9.655209847E0
